Country,Uri,Popularity,Title,Artist,Album/Single,Genre,Artist_followers,Explicit,Album,Release_date,Track_number,Tracks_in_album,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,duration_ms,time_signature,Genre_new,Days_since_release
New Zealand,https://open.spotify.com/track/5v7h5vQgCJKZT5vB3I9s3o,68931.1,in the air,L.A.B.,0,nz reggae,60018,1,L.A.B. III,12/6/2019,2,10,0.974,0.643,9,-8.857,0,0.0452,0.105,0.00141,0.0833,0.967,117.985,252680,4,reggae,344
Finland,https://open.spotify.com/track/1z4jCtA9thODROr8aMdcyP,68943.35,japanese drip,Kube - Cledos,0,finnish dance pop,34265,1,Hakunila Killah,9/13/2019,4,14,0.972,0.448,6,-10.784,0,0.204,0.0433,0.00455,0.106,0.152,109.023,164588,4,pop,428
France,https://open.spotify.com/track/7gXWIxX7rUtKGNtRkot8p3,4980,mamamia,RIDSA,0,francoton,438505,1,Libre,4/14/2017,6,16,0.972,0.481,7,-7.126,0,0.0824,0.105,4.87E-06,0.102,0.77,128.02,228760,4,indie,1307
France,https://open.spotify.com/track/6sO5rB2K8fIJVt11Omgw8Y,4190.8,amigo,Jul,0,francoton,3127974,1,La tête dans les nuages,12/1/2017,1,19,0.968,0.589,10,-8.593,0,0.0827,0.188,1.84E-06,0.0949,0.625,126.995,174853,4,indie,1079
Austria,https://open.spotify.com/track/40WQl2fD6jTAV2zXLQZbaT,114.75,sie will zu mir,Yung Hurn,0,german hip hop,326465,1,Y,11/8/2019,4,13,0.968,0.517,2,-8.924,1,0.142,0.111,2.06E-06,0.169,0.652,130.056,180693,4,hip hop,372
Denmark,https://open.spotify.com/track/73skF4Y2MgeL9YwJYv4ac9,9134.7,nu her,Benal,0,danish hip hop,21127,1,Benjamin Og Albert,11/2/2018,9,10,0.967,0.7,0,-6.204,1,0.1,0.378,1.98E-06,0.321,0.654,115.968,242269,4,hip hop,743
France,https://open.spotify.com/track/4Lvc9SbPc0svm9TEoMgFzB,108.8,sexyback,Justin Timberlake - Timbaland,0,dance pop,9849964,1,FutureSex/LoveSounds Deluxe Edition,9/13/2006,2,15,0.967,0.599,7,-5.659,0,0.0706,0.0679,0,0.0526,0.964,117,242800,4,pop,5167
Global,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU,311.25,particular taste,Shawn Mendes,0,canadian pop,29743681,1,Shawn Mendes,5/25/2018,7,14,0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,175573,4,pop,904
USA,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU,161.9,particular taste,Shawn Mendes,0,canadian pop,29743681,1,Shawn Mendes,5/25/2018,7,14,0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,175573,4,pop,904
UK,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU,316.6,particular taste,Shawn Mendes,0,canadian pop,29743681,1,Shawn Mendes,5/25/2018,7,14,0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,175573,4,pop,904
Argentina,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU,31.2,particular taste,Shawn Mendes,0,canadian pop,29743681,1,Shawn Mendes,5/25/2018,7,14,0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,175573,4,pop,904
Austria,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU,375.9,particular taste,Shawn Mendes,0,canadian pop,29743681,1,Shawn Mendes,5/25/2018,7,14,0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,175573,4,pop,904
Australia,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU,344,particular taste,Shawn Mendes,0,canadian pop,29743681,1,Shawn Mendes,5/25/2018,7,14,0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,175573,4,pop,904
Belgium,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU,234.15,particular taste,Shawn Mendes,0,canadian pop,29743681,1,Shawn Mendes,5/25/2018,7,14,0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,175573,4,pop,904
Brazil,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU,94.6,particular taste,Shawn Mendes,0,canadian pop,29743681,1,Shawn Mendes,5/25/2018,7,14,0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,175573,4,pop,904
Canada,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU,440.8,particular taste,Shawn Mendes,0,canadian pop,29743681,1,Shawn Mendes,5/25/2018,7,14,0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,175573,4,pop,904
Switzerland,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU,194.75,particular taste,Shawn Mendes,0,canadian pop,29743681,1,Shawn Mendes,5/25/2018,7,14,0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,175573,4,pop,904
Costa Rica,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU,37.6,particular taste,Shawn Mendes,0,canadian pop,29743681,1,Shawn Mendes,5/25/2018,7,14,0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,175573,4,pop,904
Germany,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU,72,particular taste,Shawn Mendes,0,canadian pop,29743681,1,Shawn Mendes,5/25/2018,7,14,0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,175573,4,pop,904
Denmark,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU,214.8,particular taste,Shawn Mendes,0,canadian pop,29743681,1,Shawn Mendes,5/25/2018,7,14,0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,175573,4,pop,904
Ireland,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU,387.95,particular taste,Shawn Mendes,0,canadian pop,29743681,1,Shawn Mendes,5/25/2018,7,14,0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,175573,4,pop,904
Malaysia,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU,170.4,particular taste,Shawn Mendes,0,canadian pop,29743681,1,Shawn Mendes,5/25/2018,7,14,0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,175573,4,pop,904
Netherlands,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU,728.35,particular taste,Shawn Mendes,0,canadian pop,29743681,1,Shawn Mendes,5/25/2018,7,14,0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,175573,4,pop,904
Norway,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU,50.4,particular taste,Shawn Mendes,0,canadian pop,29743681,1,Shawn Mendes,5/25/2018,7,14,0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,175573,4,pop,904
New Zealand,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU,332.55,particular taste,Shawn Mendes,0,canadian pop,29743681,1,Shawn Mendes,5/25/2018,7,14,0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,175573,4,pop,904
Poland,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU,461.1,particular taste,Shawn Mendes,0,canadian pop,29743681,1,Shawn Mendes,5/25/2018,7,14,0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,175573,4,pop,904
Portugal,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU,577.1,particular taste,Shawn Mendes,0,canadian pop,29743681,1,Shawn Mendes,5/25/2018,7,14,0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,175573,4,pop,904
Sweden,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU,70.4,particular taste,Shawn Mendes,0,canadian pop,29743681,1,Shawn Mendes,5/25/2018,7,14,0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,175573,4,pop,904
Singapore,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU,236.65,particular taste,Shawn Mendes,0,canadian pop,29743681,1,Shawn Mendes,5/25/2018,7,14,0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,175573,4,pop,904
Taiwan,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU,297.1,particular taste,Shawn Mendes,0,canadian pop,29743681,1,Shawn Mendes,5/25/2018,7,14,0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,175573,4,pop,904
Costa Rica,https://open.spotify.com/track/5mGgDgKFF2ZPw1aowsYb2e,14.4,drogba,Afro B,0,afroswing,115214,1,Afrowave 2,7/6/2018,5,9,0.966,0.633,2,-6.392,1,0.101,0.0206,4.06E-06,0.0715,0.767,108.011,199000,4,r&b/soul,862
France,https://open.spotify.com/track/4Il6JsH34wsA41en7OFaYZ,399.4,facilement,Jul,0,francoton,3127974,1,La tête dans les nuages,12/1/2017,16,19,0.966,0.781,11,-6.399,0,0.128,0.605,0.0045,0.226,0.848,129.976,201000,4,indie,1079
UK,https://open.spotify.com/track/2nCmCt4B5vkabS0zeOuc1Z,38.4,push the button,Sugababes,0,bubblegum dance,446048,1,Taller In More Ways,1/1/2005,1,13,0.962,0.662,8,-5.093,1,0.0578,0.0517,0,0.0799,0.801,126.007,218093,4,dance/electronic,5787
Ireland,https://open.spotify.com/track/2nCmCt4B5vkabS0zeOuc1Z,11.2,push the button,Sugababes,0,bubblegum dance,446048,1,Taller In More Ways,1/1/2005,1,13,0.962,0.662,8,-5.093,1,0.0578,0.0517,0,0.0799,0.801,126.007,218093,4,dance/electronic,5787
Belgium,https://open.spotify.com/track/4iIH0uHA0KI2kHJaKnZN03,11.2,alibi,Rémy - Leto,0,french hip hop,83772,1,Rémy d'Auber,10/25/2019,3,13,0.961,0.677,1,-6.558,0,0.132,0.419,0,0.0839,0.585,126.018,218893,4,hip hop,386
France,https://open.spotify.com/track/4iIH0uHA0KI2kHJaKnZN03,10610.3,alibi,Rémy - Leto,0,french hip hop,83772,1,Rémy d'Auber,10/25/2019,3,13,0.961,0.677,1,-6.558,0,0.132,0.419,0,0.0839,0.585,126.018,218893,4,hip hop,386
France,https://open.spotify.com/track/5xYPK8M3ANRu5IgQBnYcP8,228.9,ferme les yeux,Bigflo & Oli - Tryo,0,francoton,1305319,1,La vie de rêve,11/23/2018,9,15,0.96,0.724,5,-6.322,0,0.0601,0.258,0,0.0777,0.768,115.02,301427,4,indie,722
Chile,https://open.spotify.com/track/0T3Wg1Xf7HidFDTV0G4vEf,511.2,con silenciador,El Alfa - Anuel AA,0,dembow,1276154,1,El Hombre,11/2/2018,7,14,0.96,0.82,1,-3.13,1,0.219,0.509,1.73E-05,0.123,0.363,116.048,174828,4,reggaeton,743
France,https://open.spotify.com/track/0SKNkEMV313mE6oYsgVCgm,104,joublie tout,Jul,0,francoton,3127974,1,Dans ma paranoïa,2/24/2014,5,17,0.959,0.658,0,-6.222,0,0.0573,0.108,6.81E-05,0.0979,0.691,119.998,316778,4,indie,2446
Switzerland,https://open.spotify.com/track/58kSEE8Qi3OXPgZbnVG2cS,80.8,afro trap pt. 10,MHD,0,francoton,1408714,1,19,9/19/2018,12,19,0.959,0.769,1,-5.811,1,0.0853,0.00859,0.000221,0.0972,0.374,130.048,174101,4,indie,787
France,https://open.spotify.com/track/58kSEE8Qi3OXPgZbnVG2cS,348.7,afro trap pt. 10,MHD,0,francoton,1408714,1,19,9/19/2018,12,19,0.959,0.769,1,-5.811,1,0.0853,0.00859,0.000221,0.0972,0.374,130.048,174101,4,indie,787
Spain,https://open.spotify.com/track/7M3W79c9V6e1oLgHkx0gfv,1423.45,a güiro,Rafa Pabön,0,reggaeton,93762,1,10:22,10/22/2020,8,8,0.958,0.581,4,-5.424,0,0.134,0.185,0.0707,0.0282,0.902,120.026,163250,4,reggaeton,23
Netherlands,https://open.spotify.com/track/2BBYyNWl91wiki7PyJxdOs,52.8,omg,Mensa,0,dutch drill,8438,1,Coming To Earth,10/10/2019,8,10,0.957,0.671,0,-4.655,1,0.327,0.0858,0,0.339,0.809,115.094,166500,4,trap,401
Austria,https://open.spotify.com/track/3EmCRdONSwuGJJJWPghRjd,1325.4,auf und ab,Apache 207,0,german hip hop,1255334,1,Treppenhaus,7/31/2020,9,12,0.955,0.494,9,-7.46,1,0.133,0.258,0.0587,0.176,0.42,107.007,160027,4,hip hop,106
Switzerland,https://open.spotify.com/track/3EmCRdONSwuGJJJWPghRjd,1465.65,auf und ab,Apache 207,0,german hip hop,1255334,1,Treppenhaus,7/31/2020,9,12,0.955,0.494,9,-7.46,1,0.133,0.258,0.0587,0.176,0.42,107.007,160027,4,hip hop,106
Germany,https://open.spotify.com/track/3EmCRdONSwuGJJJWPghRjd,3350.9,auf und ab,Apache 207,0,german hip hop,1255334,1,Treppenhaus,7/31/2020,9,12,0.955,0.494,9,-7.46,1,0.133,0.258,0.0587,0.176,0.42,107.007,160027,4,hip hop,106
Finland,https://open.spotify.com/track/6If9apQN4NIXe1JnxA4TMr,114.75,inhottava jäbä,Heikki Kuula - TIPPA,0,finnish dance pop,13459,1,MUSTA 8,6/12/2020,1,8,0.954,0.607,9,-6.566,1,0.0987,0.418,0,0.0819,0.964,130.073,173093,4,pop,155
Austria,https://open.spotify.com/track/1dmdW8tpadkImucxVCGZfT,5.6,swoosh,RIN,0,german cloud rap,630910,1,Planet Megatron,6/22/2018,10,11,0.953,0.592,2,-4.475,0,0.222,0.0564,0,0.134,0.672,134.938,209040,4,rap,876
Germany,https://open.spotify.com/track/1dmdW8tpadkImucxVCGZfT,52,swoosh,RIN,0,german cloud rap,630910,1,Planet Megatron,6/22/2018,10,11,0.953,0.592,2,-4.475,0,0.222,0.0564,0,0.134,0.672,134.938,209040,4,rap,876
Italy,https://open.spotify.com/track/5HsglKdfpcJRYxYjdSVsXz,2075.45,mikado,Rkomi,0,italian hip hop,716616,1,Dove Gli Occhi Non Arrivano,3/22/2019,13,13,0.953,0.561,1,-6.62,1,0.238,0.0633,0,0.228,0.534,105.027,160333,4,hip hop,603
France,https://open.spotify.com/track/3IpVpvmYy0a2sXdDIdkAZA,2192,je men fous de ta nana,Jul,0,francoton,3127974,1,L'ovni,12/2/2016,4,23,0.952,0.75,4,-6.932,1,0.0797,0.227,0,0.126,0.669,131.991,145136,4,indie,1434
UK,https://open.spotify.com/track/0k2GOhqsrxDTAbFFSdNJjT,379.95,temperature,Sean Paul,0,dance pop,3196996,1,The Trinity,9/26/2005,11,18,0.951,0.6,0,-4.675,0,0.0685,0.106,0,0.0712,0.822,125.04,218573,4,pop,5519
Belgium,https://open.spotify.com/track/0k2GOhqsrxDTAbFFSdNJjT,58.4,temperature,Sean Paul,0,dance pop,3196996,1,The Trinity,9/26/2005,11,18,0.951,0.6,0,-4.675,0,0.0685,0.106,0,0.0712,0.822,125.04,218573,4,pop,5519
Costa Rica,https://open.spotify.com/track/0k2GOhqsrxDTAbFFSdNJjT,346.6,temperature,Sean Paul,0,dance pop,3196996,1,The Trinity,9/26/2005,11,18,0.951,0.6,0,-4.675,0,0.0685,0.106,0,0.0712,0.822,125.04,218573,4,pop,5519
Ireland,https://open.spotify.com/track/0k2GOhqsrxDTAbFFSdNJjT,132,temperature,Sean Paul,0,dance pop,3196996,1,The Trinity,9/26/2005,11,18,0.951,0.6,0,-4.675,0,0.0685,0.106,0,0.0712,0.822,125.04,218573,4,pop,5519
Belgium,https://open.spotify.com/track/6bXd0YhKLCTvlLVc4tErH9,468,tchikita,Jul,0,francoton,3127974,1,L'ovni,12/2/2016,23,23,0.95,0.666,4,-5.139,0,0.0792,0.73,2.44E-06,0.0904,0.732,110.93,194868,4,indie,1434
France,https://open.spotify.com/track/6bXd0YhKLCTvlLVc4tErH9,13090.4,tchikita,Jul,0,francoton,3127974,1,L'ovni,12/2/2016,23,23,0.95,0.666,4,-5.139,0,0.0792,0.73,2.44E-06,0.0904,0.732,110.93,194868,4,indie,1434
Norway,https://open.spotify.com/track/77oSD97FQ1FDYOhvHPii8I,14027.45,guilt trip,Julie Bergan,0,norwegian pop,107476,1,Turn On The Lights,2/2/2018,1,12,0.95,0.329,2,-6.495,0,0.0906,0.108,2.02E-05,0.121,0.434,112.005,179084,4,pop,1016
Denmark,https://open.spotify.com/track/6FvyN8jVNDNsOREm5VDlex,5170.85,midt om natten,Kim Larsen,0,classic danish pop,249236,1,Midt Om Natten,1983,11,11,0.95,0.382,10,-9.425,1,0.0495,0.333,0.00825,0.0798,0.607,115.93,262680,4,pop,
Norway,https://open.spotify.com/track/6FvyN8jVNDNsOREm5VDlex,72,midt om natten,Kim Larsen,0,classic danish pop,249236,1,Midt Om Natten,1983,11,11,0.95,0.382,10,-9.425,1,0.0495,0.333,0.00825,0.0798,0.607,115.93,262680,4,pop,
Germany,https://open.spotify.com/track/2kQC3nlERT0iWr7YVgN5oL,19.2,selfie,Elias,0,german hip hop,135618,1,Came From Nothing,8/28/2020,4,15,0.949,0.531,3,-8.349,0,0.358,0.0422,0,0.118,0.659,112.981,213927,4,hip hop,78
Belgium,https://open.spotify.com/track/0knb2aRjJbgzZ2CfSCuD5a,37.6,cest que du rap,Bigflo & Oli - Black M - Soprano,0,francoton,1305319,1,La vie de rêve,11/23/2018,12,15,0.947,0.763,1,-4.359,0,0.328,0.0765,0,0.0995,0.428,104.979,375987,4,indie,722
Switzerland,https://open.spotify.com/track/0knb2aRjJbgzZ2CfSCuD5a,16,cest que du rap,Bigflo & Oli - Black M - Soprano,0,francoton,1305319,1,La vie de rêve,11/23/2018,12,15,0.947,0.763,1,-4.359,0,0.328,0.0765,0,0.0995,0.428,104.979,375987,4,indie,722
France,https://open.spotify.com/track/0knb2aRjJbgzZ2CfSCuD5a,730.4,cest que du rap,Bigflo & Oli - Black M - Soprano,0,francoton,1305319,1,La vie de rêve,11/23/2018,12,15,0.947,0.763,1,-4.359,0,0.328,0.0765,0,0.0995,0.428,104.979,375987,4,indie,722
Finland,https://open.spotify.com/track/6orbSPi5WGZRaMfJgsRD5C,3546.5,tän kaa,Cledos - Bizi,0,finnish dance pop,21206,1,CEISSI,8/14/2020,3,10,0.947,0.668,8,-5.262,1,0.0994,0.00577,8.77E-06,0.103,0.61,102.001,171939,4,pop,92
France,https://open.spotify.com/track/3iRT3kNY5h4K29THDNwNzQ,528.25,le jaloux,Jul,0,francoton,3127974,1,La tête dans les nuages,12/1/2017,12,19,0.947,0.642,1,-7.337,0,0.102,0.114,0,0.0693,0.76,135.025,267187,4,indie,1079
France,https://open.spotify.com/track/3vYoC5CeSMvrmsWQ6mSe9a,349.65,comme un fou,Jul,0,francoton,3127974,1,La tête dans les nuages,12/1/2017,17,19,0.945,0.764,11,-5.409,1,0.0607,0.444,4.26E-05,0.111,0.783,125.003,195920,4,indie,1079
Denmark,https://open.spotify.com/track/50GcuwuD1IIaEhX4hvCyYp,1141.15,push-ups,Scarlet Pleasure,0,danish pop,60059,1,Garden,9/4/2020,1,8,0.945,0.472,7,-5.751,1,0.0588,0.383,0.000422,0.0832,0.782,124.979,178557,4,pop,71
Italy,https://open.spotify.com/track/4aYWfNZcVzZ8akgqNwGSm2,14.4,biassanot,Tredici Pietro - Mr. Monkey,0,italian hip hop,68895,1,Assurdo,6/7/2019,2,7,0.945,0.568,1,-8.75,1,0.216,0.0512,0,0.11,0.488,103.96,168317,4,hip hop,526
UK,https://open.spotify.com/track/7uKcScNXuO3MWw6LowBjW1,44.8,"one, two step",Ciara - Missy Elliott,0,dance pop,4605405,1,Goodies,9/27/2004,2,13,0.944,0.511,5,-10.96,0,0.161,0.042,0.00107,0.0379,0.842,113.046,203787,4,pop,5883
Italy,https://open.spotify.com/track/7bRfuLVO38R2LUTCDVkBvF,8,chef,Priestess - MadMan,0,italian hip hop,52703,1,Brava,4/19/2019,6,14,0.944,0.661,4,-5.643,0,0.0556,0.277,0,0.284,0.963,133.114,176239,4,hip hop,575
Italy,https://open.spotify.com/track/6hookjQYho92UD7zm9DXum,119.2,"tu non sei con noi, bro",Tredici Pietro - Mr. Monkey,0,italian hip hop,68895,1,Assurdo,6/7/2019,3,7,0.944,0.617,4,-8.443,0,0.234,0.105,1.36E-05,0.106,0.402,98,191020,4,hip hop,526
France,https://open.spotify.com/track/3xDy7TfxwPpmuLwuzAplxY,355.2,le fixe,Naps,0,francoton,968816,0,À l'instinct,3/9/2018,11,21,0.977,0.692,8,-6.867,0,0.0577,0.117,0,0.124,0.841,119.994,195827,4,indie,981
Belgium,https://open.spotify.com/track/7GikqtK826hJgqpcFU4sVM,668.65,gemaakt voor dit,Lil Kleine,0,dutch hip hop,998352,0,Alleen,6/23/2017,16,21,0.974,0.633,0,-4.3,1,0.185,0.424,0.00014,0.191,0.428,120.052,327851,4,hip hop,1240
Netherlands,https://open.spotify.com/track/7GikqtK826hJgqpcFU4sVM,12036.4,gemaakt voor dit,Lil Kleine,0,dutch hip hop,998352,0,Alleen,6/23/2017,16,21,0.974,0.633,0,-4.3,1,0.185,0.424,0.00014,0.191,0.428,120.052,327851,4,hip hop,1240
Global,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH,5616.5,bad bad bad,Young Thug - Lil Baby,0,atl hip hop,5647016,0,So Much Fun,8/16/2019,7,19,0.974,0.596,6,-8.888,1,0.184,0.0976,0,0.151,0.892,111.959,149040,4,hip hop,456
USA,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH,18747.75,bad bad bad,Young Thug - Lil Baby,0,atl hip hop,5647016,0,So Much Fun,8/16/2019,7,19,0.974,0.596,6,-8.888,1,0.184,0.0976,0,0.151,0.892,111.959,149040,4,hip hop,456
UK,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH,490.45,bad bad bad,Young Thug - Lil Baby,0,atl hip hop,5647016,0,So Much Fun,8/16/2019,7,19,0.974,0.596,6,-8.888,1,0.184,0.0976,0,0.151,0.892,111.959,149040,4,hip hop,456
Australia,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH,240,bad bad bad,Young Thug - Lil Baby,0,atl hip hop,5647016,0,So Much Fun,8/16/2019,7,19,0.974,0.596,6,-8.888,1,0.184,0.0976,0,0.151,0.892,111.959,149040,4,hip hop,456
Belgium,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH,88,bad bad bad,Young Thug - Lil Baby,0,atl hip hop,5647016,0,So Much Fun,8/16/2019,7,19,0.974,0.596,6,-8.888,1,0.184,0.0976,0,0.151,0.892,111.959,149040,4,hip hop,456
Canada,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH,12614.05,bad bad bad,Young Thug - Lil Baby,0,atl hip hop,5647016,0,So Much Fun,8/16/2019,7,19,0.974,0.596,6,-8.888,1,0.184,0.0976,0,0.151,0.892,111.959,149040,4,hip hop,456
Switzerland,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH,793.75,bad bad bad,Young Thug - Lil Baby,0,atl hip hop,5647016,0,So Much Fun,8/16/2019,7,19,0.974,0.596,6,-8.888,1,0.184,0.0976,0,0.151,0.892,111.959,149040,4,hip hop,456
Denmark,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH,8.8,bad bad bad,Young Thug - Lil Baby,0,atl hip hop,5647016,0,So Much Fun,8/16/2019,7,19,0.974,0.596,6,-8.888,1,0.184,0.0976,0,0.151,0.892,111.959,149040,4,hip hop,456
Finland,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH,18.4,bad bad bad,Young Thug - Lil Baby,0,atl hip hop,5647016,0,So Much Fun,8/16/2019,7,19,0.974,0.596,6,-8.888,1,0.184,0.0976,0,0.151,0.892,111.959,149040,4,hip hop,456
France,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH,10.4,bad bad bad,Young Thug - Lil Baby,0,atl hip hop,5647016,0,So Much Fun,8/16/2019,7,19,0.974,0.596,6,-8.888,1,0.184,0.0976,0,0.151,0.892,111.959,149040,4,hip hop,456
Ireland,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH,23.2,bad bad bad,Young Thug - Lil Baby,0,atl hip hop,5647016,0,So Much Fun,8/16/2019,7,19,0.974,0.596,6,-8.888,1,0.184,0.0976,0,0.151,0.892,111.959,149040,4,hip hop,456
Norway,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH,1039.2,bad bad bad,Young Thug - Lil Baby,0,atl hip hop,5647016,0,So Much Fun,8/16/2019,7,19,0.974,0.596,6,-8.888,1,0.184,0.0976,0,0.151,0.892,111.959,149040,4,hip hop,456
New Zealand,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH,694.6,bad bad bad,Young Thug - Lil Baby,0,atl hip hop,5647016,0,So Much Fun,8/16/2019,7,19,0.974,0.596,6,-8.888,1,0.184,0.0976,0,0.151,0.892,111.959,149040,4,hip hop,456
Portugal,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH,5.6,bad bad bad,Young Thug - Lil Baby,0,atl hip hop,5647016,0,So Much Fun,8/16/2019,7,19,0.974,0.596,6,-8.888,1,0.184,0.0976,0,0.151,0.892,111.959,149040,4,hip hop,456
Global,https://open.spotify.com/track/3ALgsy4RtDm58xl3VNoSgZ,65.6,baby daddy,Lil Yachty - Lil Pump - Offset,0,atl hip hop,6648019,0,Lil Boat 2,3/9/2018,16,17,0.972,0.482,8,-6.128,1,0.0702,0.00872,0,0.149,0.0767,125.013,185883,4,hip hop,981
USA,https://open.spotify.com/track/3ALgsy4RtDm58xl3VNoSgZ,791.05,baby daddy,Lil Yachty - Lil Pump - Offset,0,atl hip hop,6648019,0,Lil Boat 2,3/9/2018,16,17,0.972,0.482,8,-6.128,1,0.0702,0.00872,0,0.149,0.0767,125.013,185883,4,hip hop,981
Canada,https://open.spotify.com/track/3ALgsy4RtDm58xl3VNoSgZ,157.6,baby daddy,Lil Yachty - Lil Pump - Offset,0,atl hip hop,6648019,0,Lil Boat 2,3/9/2018,16,17,0.972,0.482,8,-6.128,1,0.0702,0.00872,0,0.149,0.0767,125.013,185883,4,hip hop,981
Switzerland,https://open.spotify.com/track/3ALgsy4RtDm58xl3VNoSgZ,60.8,baby daddy,Lil Yachty - Lil Pump - Offset,0,atl hip hop,6648019,0,Lil Boat 2,3/9/2018,16,17,0.972,0.482,8,-6.128,1,0.0702,0.00872,0,0.149,0.0767,125.013,185883,4,hip hop,981
USA,https://open.spotify.com/track/3UbBCQJ0SI9QDgtTY4lEHY,11.2,we outta here!,Lil Yachty - Young Nudy,0,atl hip hop,6648019,0,Nuthin' 2 Prove,10/19/2018,7,15,0.972,0.322,1,-5.31,1,0.273,0.0072,0.000125,0.118,0.207,125.004,232320,4,hip hop,757
France,https://open.spotify.com/track/4neT20irorUPXEgNW5bPwv,941.25,kid cudi,Vald,0,french hip hop,886092,0,Agartha,1/20/2017,15,17,0.972,0.363,2,-9.718,1,0.183,0.136,5.00E-06,0.13,0.147,115.01,271280,4,hip hop,1390
Italy,https://open.spotify.com/track/3rbtxqLio1iVz3T8p3QAfe,577.1,casper,Dark Polo Gang,0,italian hip hop,1198734,0,Trap Lovers,9/28/2018,11,12,0.971,0.703,5,-2.383,0,0.146,0.0604,1.71E-06,0.131,0.536,125.025,119221,4,hip hop,778
